Id;Ecole;Commune;Langue;Sector;Course;Level;Degree;Mode;Price;Price_id;Duration;Duration_id
352;76;446;Français;201;Les gestes parlent, apprenez à les écouter;2;155;2;450;1;1;3
353;76;446;Français;252;Repérer et réduire le présentéisme;2;155;2;810;1;2;3
354;76;446;Français;201;L'accueil performant de la clientèle;2;155;2;680;1;2;3
355;76;446;Français;201;Automotivation et pensée positive;2;155;2;680;1;2;3
356;76;446;Français;210;La psychologie du bonheur :  apprendre à être heureux malgré tout;2;155;2;580;1;2;3
357;76;446;Français;207;La sphère privée;2;155;3;300;1;2;4
358;76;446;Français;207;La politique et la justice;2;155;3;300;1;2;4
359;76;446;Français;207;L'entreprise et ses acteurs;2;155;3;300;1;2;4
360;76;446;Français;207;La consommation;2;155;3;300;1;2;4
361;76;446;Français;210;Travail personnel d'approfondissement;2;155;3;300;1;6;4
362;76;446;Français;208;Initiation à l'utilisation des machines-outils  à commande numérique;2;155;4;842;1;2;3
363;76;446;Français;208;Opérateur - régleur - programmeur  sur tour à commande numérique;2;155;4;1484;1;4;3
364;76;446;Français;208;Opérateur - régleur - programmeur sur TORNOS DECO 2000;2;155;4;2676;1;6;3
365;76;446;Français;208;Opérateur - régleur - programmeur sur tour STAR SA-12;2;155;4;2034;1;4;3
366;76;446;Français;208;Initiation à l'utilisation des machines-outils  à commande numérique;2;155;2;842;1;2;3
367;76;446;Français;208;Opérateur - régleur - programmeur  sur tour à commande numérique;2;155;4;1484;1;4;3
368;76;446;Français;208;Opérateur - régleur - programmeur sur TORNOS DECO 2000;2;155;2;2676;1;6;3
369;76;446;Français;208;Opérateur - régleur - programmeur sur TORNOS DECO 2000;2;155;3;890;1;5;3
370;76;446;Français;208;Opérateur - régleur - programmeur  sur TORNOS DECO 2000 (suite);2;155;2;1563;1;3;3
371;76;446;Français;208;Opérateur - régleur - programmeur  sur tour à commande numérique;2;155;3;1400;1;15;3
372;76;446;Français;208;Opérateur - régleur - programmeur sur tour CITIZEN C-16;2;155;2;2034;1;4;3
373;76;446;Français;208;Opérateur - régleur - programmeur sur tour CITIZEN R-04;2;155;2;1663;1;3;3
374;76;446;Français;208;Opérateur - régleur - programmeur  sur tour Tornos Micro 8 (avec TB Deco);2;155;2;2576;1;6;3
375;76;446;Français;208;Opérateur - régleur - programmeur  sur tour Tornos Micro 8 (base ISO);2;155;2;1744;1;4;3
376;76;446;Français;208;Opérateur - régleur - programmeur  sur tour TSUGAMI B0-12 (AE);2;155;2;1463;1;3;3
378;76;446;Français;208;Matériaux et usinabilité;2;155;4;960;1;3;3
379;76;446;Français;208;Rappel de calculs, géométrie et trigonométrie;2;155;2;360;1;1;3
380;76;446;Français;208;Initiation au contrôle en décolletage et taillage;2;155;3;660;1;3;4
381;76;446;Français;208;Statistiques;2;155;3;500;1;5;3
382;76;446;Français;208;Formation de base à l'utilisation du tour monobroche poupée  mobile à cames;2;155;2;0;4;15;3
383;76;446;Français;208;La découverte du décolletage;2;155;2;1200;1;3;3
384;76;446;Français;208;Utilisation d'un combiné 3 broches sur tour  monobroche à cames;2;155;2;0;4;3;3
385;74;443;Français;259;Les directives anticipées;2;155;2;275;1;1;3
386;74;443;Français;217;Se chauffer futé;2;155;2;90;1;1.5;3
387;74;443;Français;217;Electricité futée;2;155;2;45;1;1.5;3
388;76;446;Français;222;Formation de formateur/trice : FFA-BF-M4/M5;2;170;4;3850;1;8;4
389;76;446;Français;222;Formation de formateur/trice : FFA-BF-M3;2;170;4;1250;1;4;3
390;76;446;Français;222;Accompagner son apprenti avec succès;2;155;4;950;1;2;3
392;76;446;Français;222;Formation de formateur occasionnel (FFOC);2;155;4;1050;1;4;3
393;76;446;Français;222;Formation de formateur/trice : FFA-BF-M1;2;170;4;3300;1;6;3
394;76;446;Français;222;Formateur/trice en entreprise (standard);2;155;4;625;1;5;3
395;76;446;Français;222;Formateur/trice en entreprise (domaine social);2;155;4;625;1;5;3
396;76;446;Français;222;Formateur/trice en entreprise (domaine commerce);2;155;4;625;1;5;3
397;76;446;Français;228;Initiation;2;155;2;140;1;1.5;3
398;76;446;Français;228;Module de base;2;170;3;3180;1;10;4
399;76;446;Français;230;Formation individuelle aux outils d'informatique standards;2;155;3;1120;1;12;4
400;76;446;Français;230;Formation individuelle aux outils d'informatique avancés;2;155;3;1280;1;12;4
401;76;446;Français;230;P@rtiCIP;2;202;4;350;1;12;4
402;76;446;Français;230;Formation individuelle aux technologies Apple;2;202;4;1120;1;12;4
403;76;446;Français;230;Edition de documents avec Indesign;2;155;4;560;1;4;3
404;76;446;Français;230;Réalisation d'un site web;2;155;3;1020;1;9;3
405;76;446;Français;230;CertiCIP, Profil Bureautique;2;171;2;3645;1;3;4
406;76;446;Français;230;Traitement d'images avec Photoshop;2;155;3;590;1;1;4
407;76;446;Français;230;Prendre un bon départ avec l'informatique;2;155;3;235;1;1;4
408;74;443;Français;230;Brevet fédéral d'informaticien-ne Formation complète;3;165;3;0;4;24;4
409;74;443;Français;230;Assurer la sécurité de l'information (des données) en entreprise;2;155;3;740;1;2;4
410;74;443;Français;230;La sécurité informatique pour les particuliers;2;155;3;220;1;1;4
411;76;446;Français;232;Français de base pour non francophones;2;155;3;183;1;4;4
412;76;446;Français;232;Français perfectionnement pour non francophones;2;155;3;183;1;4;4
413;76;446;Français;232;Français perfectionnement pour non francophones, avancé 2;2;155;3;183;1;4;4
414;76;446;Français;224;Gestion efficace des projets et des changements;2;155;4;1490;1;4;3
415;76;446;Français;236;Développer, communiquer et implanter  des stratégies de management;2;155;4;2070;1;6;3
416;76;446;Français;252;Management des absences et du bien-être au travail;2;155;2;810;1;2;3
417;76;446;Français;252;Connaître, conduire et motiver son équipe;2;155;4;2070;1;6;3
418;76;446;Français;236;Gestion du temps et des priorités;2;155;2;810;1;2;3
419;76;446;Français;252;Recruter et intégrer ses futurs collaborateurs;2;155;2;810;1;2;3
420;74;700;Français;236;Chef d'équipe industrie;3;181;3;1890;1;18;4
421;74;700;Français;236;Contremaitre d'industrie;3;181;7;5370;1;0;6
422;76;371;Français;238;Mathématiques de base;2;155;2;0;4;12;3
423;76;371;Français;238;Mathématiques de base - niveau 1;2;155;3;1440;1;2;4
424;76;371;Français;238;Mathématiques de base - niveau 2;2;155;3;1440;1;2;4
425;74;443;Français;239;Découverte de la fabrication micromécanique;2;202;2;0;4;1;3
426;74;443;Français;239;Diagnostic de défauts des pièces;2;155;2;1750;1;5;3
427;74;443;Français;239;Initiation à la mise en forme des métaux en feuilles;2;202;2;650;1;1;3
428;74;443;Français;239;Mise en forme et frittage des poudres;2;155;3;780;1;9;3
429;76;446;Français;242;Cours de naturalisation;2;202;3;290;1;5;3
430;74;443;Français;255;Accompagner des stagiaires en pratique  dans le domaine de la santé et du social;2;155;2;200;1;1;3
431;74;443;Français;255;Evaluer des stagiaires dans la pratique  du domaine santé et social;2;155;2;200;1;1;3
432;74;443;Français;247;Initiation à la conception de moules d’injection;2;155;3;925;1;2;4
433;74;443;Français;247;Mise en forme et frittage des poudres;2;155;7;780;1;2;4
434;74;443;Français;247;Régleur de presse d’injection;2;202;2;2700;1;6;3
435;74;443;Français;255;Les médicaments dans le domaine des soins à domicile,  priorité à la sécurité;2;155;2;216;1;1;3
436;74;443;Français;255;Les médicaments en institution, priorité à la sécurité;2;155;2;216;1;1;3
437;74;443;Français;255;Médicaments et douleur;2;155;2;213;1;1;3
438;74;443;Français;255;Kinaesthetics dans les soins - cours de base;2;155;4;950;1;4;3
439;74;443;Français;255;Introduction à l'approche de la stimulation basale;2;155;4;950;1;4;3
440;74;443;Français;255;Brevet fédéral d'assistant spécialisé en soins de longue durée  et accompagnement;3;165;7;0;4;24;4
441;76;446;Français;259;Spécialiste de la migration;2;155;4;7600;1;15;4
442;74;443;Français;255;L'autodéfense en milieu institutionnel;2;155;2;275;1;1;3
443;74;443;Français;255;Initiation à l'autohypnose;2;155;2;275;1;1;3
444;77;2198;Français, Allemand;230;Bureautique complète ECDL Profile;2;170;4;2616;1;0;6
445;77;2198;Français, Allemand;230;Bureautique complète U-CH Preliminary;2;155;4;2477;1;0;6
447;77;2198;Français, Allemand;230;Infrastructure bureau;2;176;2;7032;1;10;3
448;77;2198;Français, Allemand;230;Infrastructure serveur;2;176;2;7032;1;10;3
449;77;2198;Français, Allemand;230;Technicien windows;2;155;3;6940;1;10;4
450;77;2198;Français, Allemand;230;Windows 7;2;176;2;8188;1;11;3
451;77;2198;Français, Allemand;230;Windows 8;2;176;2;7032;1;10;3
452;77;2198;Français, Allemand;230;Windows server 2012;2;176;2;20664;1;30;3
453;77;2198;Français, Allemand;252;Brevet fédéral de spécialiste en conduite d'équipe;3;165;3;13600;1;24;4
454;77;2198;Français, Allemand;236;Certificat ASFC Management;2;170;3;7500;1;12;4
455;77;2198;Français, Allemand;236;Certificat ASFC Leadership;2;170;3;6100;1;12;4
456;77;2198;Français, Allemand;252;Certificat d'assistant RH;2;170;4;2450;1;12;4
457;77;2198;Français, Allemand;252;Brevet fédéral Spécialiste RH;3;165;3;0;4;24;4
458;77;2198;Français, Allemand;237;Brevet fédéral d'agent technico-commercial;3;165;3;15100;1;24;4
459;77;2198;Français, Allemand;237;Evenementiel & Sponsoring;2;155;3;6800;1;12;4
460;77;2198;Français, Allemand;222;Brevet fédéral de formateur;3;165;4;10661;1;24;4
461;77;2198;Français, Allemand;222;Brevet fédéral de spécialiste en formation professionnelle;3;165;4;11790;1;24;4
462;77;2198;Français, Allemand;222;Certificat FSEA de formateur/formatrice pratique;2;170;4;2800;1;12;4
463;77;2198;Français, Allemand;222;Formation continue des formateurs en entreprises;2;170;4;800;1;5;3
464;77;2198;Français, Allemand;248;Expert en production avec brevet fédéral;3;165;4;21680;1;24;4
465;78;5938;Français;198;EMOGRAMME: Méthode de Gestion émotionnelle  pour les Adultes;2;155;2;150;1;1;3
466;78;5938;Français;198;L'art du temps et de l'apprenance en entretien et en coaching;2;155;2;150;1;1;3
467;78;5938;Français;198;Techniques d'entretien: Motivation, Engagement et Valeurs;2;155;2;150;1;1;3
468;78;5938;Français;198;Outils et techniques de Coaching individuel  en entreprises et en institutions;2;155;2;150;1;1;3
469;78;5938;Français;198;Techniques Entretien coaching: l'art du questionnement;2;155;2;150;1;1;3
470;78;5938;Français;198;Cohésion cardiaque et gestion du stress;2;155;2;150;1;1;3
471;78;5938;Français;198;Estime de soi, Identité professionnelle  et projet de vie en coaching;2;155;2;150;1;1;3
472;78;5938;Français;198;Le bilan de compétences et l'analyse de l'activité  en formation et en coaching;2;155;2;150;1;1;3
473;78;5938;Français;198;Techniques entretien coaching: conduire la séance;2;155;2;150;1;1;3
474;78;5938;Français;198;Prévenir un burnout professionnel ou parental par le coaching;2;155;2;150;1;1;3
475;78;5938;Français;198;Mindfulness, relaxation et pleine conscience  en coaching individuel;2;155;2;150;1;1;3
476;78;5938;Français;198;Coaching scolaire ados/enfants, quels outils, quelles méthodes;2;155;2;150;1;1;3
477;78;5938;Français;198;Coaching parental et familial, quels outils – quelles méthodes;2;155;2;150;1;1;3
478;78;5938;Français;198;A la découverte de son projet de vie par le coaching;2;155;2;150;1;1;3
479;78;5938;Français;198;MOGAMME cohérence cardiaque pour ados et enfants;2;155;2;150;1;1;3
480;78;5938;Français;198;Affirmation de soi - Intelligence relationnelle en coaching;2;155;2;150;1;1;3
481;78;5938;Français;198;Outils et méthodes de résolution de problèmes  et prise de décision en coaching;2;155;2;150;1;1;3
482;78;5938;Français;198;Techniques d'entretien coaching:  Construire un dispositif de coaching et d'accompagnement;2;155;2;150;1;1;3
483;78;5938;Français;198;Ecoute, Communication et cohérence cardiaque  Atelier formation - coaching;2;155;2;150;1;1;3
484;78;5938;Français;198;Mind-Map, Intuition et créativité Outils et Méthodes;2;155;2;150;1;1;3
485;84;6621;Français;255;CAS en Soins palliatifs et Personnes âgées;1;169;4;5200;1;12;4
486;84;6621;Français;255;Formations en soins de plaies;2;170;4;4400;1;12;4
487;84;6621;Français;255;CAS en Interventions basées sur la Pleine Conscience;1;169;4;6500;1;12;4
488;84;6621;Français;255;CAS en Démences et troubles psychiques de la personne âgée;1;169;4;5200;1;12;4
489;84;6621;Français;255;CAS HES-SO de Praticienne formatrice ou de Praticien formateur;1;169;4;600;1;12;4
490;84;6621;Français;255;DAS en Santé des populations vieillissantes;1;180;4;1875;1;30;4
491;85;6621;Français;255;DAS en Gestion et direction d'institutions éducatives,  sociales et socio-sanitaires;1;180;4;1500;1;24;4
492;84;6621;Français;259;DAS en Médiation de conflits,  spécialisation dans le champ familial;1;180;4;2250;1;36;4
493;85;6621;Français;255;MAS en Direction et stratégie d'institutions éducatives,  sociales et socio-sanitaires;1;193;4;1500;1;24;4
494;84;6621;Français;259;Outils de l'approche centrée sur la solution  pour l'entretien pédagogique;2;202;2;200;1;2;3
495;84;6621;Français;259;La place de l'évaluation dans la relation pédagogique  praticien-ne formateur-trice / étudiant-e;2;202;2;150;1;2;3
496;84;6621;Français;254;Prise en charge des symptômes en soins palliatifs;2;202;2;150;1;2;3
497;84;6621;Français;255;Bénévoles et professionnels en soins palliatifs :  leviers et freins à la collaboration;2;202;3;0;4;1;3
498;84;6621;Français;259;L'occidentalisation de la méditation : bénéfices et limites;2;202;3;0;4;1;3
499;84;6621;Français;254;S'initier à la simulation avec patient simulé/standardisé;2;202;4;950;1;3;3
500;84;6621;Français;255;Mindfulness MBSR :  La réduction du stress basée sur la pleine conscience;2;202;3;820;1;3;4
501;84;6621;Français;254;Maladie cœliaque, sensibilité non cœliaque  au gluten et FODMAPs;2;202;2;580;1;2;3
502;84;6621;Français;254;Mindfulness et mindful eating;2;202;2;310;1;1;3
503;84;6621;Français;254;Hormones et régulation pondérale;2;202;2;290;1;1;3
504;84;6621;Français;254;Traitement physique des oedèmes;2;202;4;1610;1;6.5;3
505;84;6621;Français;254;Gainage - Tronc;2;202;2;230;1;1;3
506;84;6621;Français;254;Lymphologie;2;202;2;230;1;1;3
507;84;6621;Français;254;Désencombrement des voies aériennes;2;202;2;575;1;2.5;3
508;84;6621;Français;254;ABC des plaies : A - Peau saine et peau lésée;2;202;2;200;1;1;3
509;84;6621;Français;254;ABC des plaies : B - Plaies chroniques et infections;2;202;2;200;1;1;3
510;84;6621;Français;254;ABC des plaies : C - Plaies chirurgicales et traumatiques;2;202;2;200;1;1;3
511;84;6621;Français;254;Formation à l’Examen clinique dans les Soins Infirmiers -  Session supplémentaire pour la spécificité de l’ainé;2;202;2;220;1;1;3
512;86;6458;Français;253;Eclairage et collections sensibles à la lumière;2;155;2;700;1;2;3
513;86;6421;Français;253;Conservation des naturalia: les collections en fluide;2;155;2;700;1;2;3
514;86;6458;Français;253;Conditionnement;2;155;2;700;1;2;3
515;86;351;Français;253;Les papiers japonais dans la restauration  des collections occidentales;2;155;2;950;1;3;3
516;86;6458;Français;253;Mise en conservation et conditionnement des matériaux plastiques et des élastomères;2;155;2;700;1;2;3
517;86;6458;Français;253;Prévention et contrôle des infestations biologiques;2;155;2;700;1;2;3
518;86;6458;Français;253;Intervention de sauvetage des biens culturels en cas d'urgence;2;155;2;700;1;2;3
519;86;6458;Anglais;253;A new electrolytic pencil for the local cleaning of  tarnished silver and gilded silver;2;155;2;1800;1;2;3
520;86;6458;Français;223;CAS en administration judiciaire pénale;1;169;4;5900;1;12;4
521;86;6458;Français;236;CAS pour la conduite des engagements de police à l'échelon d'officier;1;169;4;15000;1;24;4
522;86;6458;Français;223;CAS en gestion du développement régional;1;169;4;6900;1;0;6
523;86;6458;Français;223;CAS en gestion publique;1;169;2;6400;1;20;3
524;86;6458;Français;223;CAS en investigation financière;1;169;4;8800;1;10;4
525;86;6458;Français;223;CAS en investigation numérique;1;169;4;10500;1;6;4
526;86;6458;Français;223;CAS en investigation numérique - Stations de travail;1;169;4;10500;1;6;4
527;86;6458;Français;223;CAS en investigation numérique - Matériels nomades;1;169;4;10500;1;6;4
528;86;6458;Français;223;CAS en investigation numérique - Réseau et live forensic;1;169;4;10500;1;6;4
529;86;6458;Français;223;CAS en investigation numérique - Réparation et dessoudage;1;169;4;14000;1;6;4
530;86;6458;Français;223;CAS en investigation numérique - Criminalité informatique;1;169;4;10500;1;6;4
531;86;6458;Français;223;CAS pour la magistrature pénale;1;169;4;5900;1;9;4
532;86;6458;Français;223;CAS en management judiciaire;1;169;4;7800;1;10;4
533;86;6458;Français;237;CAS en marketing horloger;1;169;4;6900;1;6;4
534;86;6458;Français;223;CAS Public affairs & lobbying;1;169;4;8900;1;9;4
535;86;6458;Français;236;CAS en stratégie et management du système d'information;1;169;4;6200;1;7;4
536;86;6458;Français;225;CAS en systèmes de gestion d'entreprises;1;169;4;6500;1;6;4
537;86;6458;Français;254;CAS travail et santé;1;169;4;7200;1;8;4
538;86;6458;Français;223;Généraliste en assurances sociales;2;170;3;950;1;4;4
539;86;6458;Français;202;Généraliste en comptabilité et finance;2;170;3;950;1;6;4
540;86;6458;Français;223;Généraliste en marchés financiers;2;170;3;950;1;6;4
541;86;6458;Français;237;Généraliste en marketing et communication I;2;170;3;950;1;5;4
542;86;6458;Français;237;Généraliste en marketing et communication II;2;170;3;950;1;4;4
544;86;6458;Français;252;Généraliste en ressources humaines;2;170;3;950;1;5;4
545;86;6458;Français;254;Généraliste en santé au travail;2;170;3;950;1;5;4
546;86;6458;Français;202;Audit et fiscalité;2;170;3;500;1;2;4
547;86;6458;Français;237;Le neuromarketing au service de la vente et de la publicité;2;170;3;950;1;5;4
548;86;6458;Français;259;Spécialiste en assurances sociales;2;170;3;4200;1;12;4
549;86;6458;Français;223;Séminaire de révision des examens  du brevet en assurances sociales;2;202;3;950;1;3;4
550;86;6458;Français;262;Spécialiste en logistique/achats;4;170;3;4800;1;10;4
551;86;6458;Français;186;Spécialiste en achats;4;170;3;2800;1;7;4
552;86;6458;Français;252;Préparation au diplôme fédéral de responsable RH;4;170;4;17000;1;24;4
553;86;6458;Français;232;Préparation au diplôme "Business English Certificate Vantage";2;202;3;790;1;6;4
554;86;6458;Français;232;Préparation au diplôme "Wirtschaftsdeutsch international";2;202;3;790;1;7;4
555;86;6458;Français;232;Russe des affaires;2;202;3;950;1;4;4
556;86;6458;Français;232;Préparation aux certificats de langue russe TRKI1 et TRKI2;2;202;3;950;1;4;4
557;86;6458;Français;228;MAS-CH Formation horlogère;1;193;4;24000;1;30;4
558;86;6458;Français;231;MAS Rapid application development;1;193;4;24000;1;30;4
559;90;6458;Français;231;MAS Information and Communication technologies;1;193;4;0;4;36;4
560;86;6458;Français;231;CAS en sécurité embarquée;1;169;3;5500;1;6;4
561;86;6458;Français;231;Métrologie et ingénierie de la qualité;2;170;4;10000;1;6;4
562;86;6458;Français;254;DAS Spécialiste en soins palliatifs;1;180;4;10000;1;18;4
563;86;6458;Français;254;CAS Soins palliatifs;1;169;4;4200;1;9;4
564;86;6458;Français;255;Décider d'hydrater ou ne pas hydrater en phase terminale  de la vie : regards interdisciplinaires?;2;202;2;250;1;1;3
565;86;6458;Français;255;Douleur et souffrance des personnes très agées : des outils pour évaluer, soulager et traiter;2;202;2;500;1;2;3
566;86;6458;Français;255;Mourir très âgé en hébergement de long séjour : analyser sa pratique pour un meilleur accompagnement;2;202;2;500;1;2;3
567;86;6458;Français;224;CAS Gestion d'équipe et conduite de projet;1;169;4;5700;1;11;4
568;86;6458;Français;254;Travailler en santé;2;202;2;500;1;2;3
569;86;6458;Français;254;CAS Praticien formateur région ARC-FRI;1;169;4;450;1;12;4
570;86;6458;Français;254;Inititation à l'examen clinique pour le public des infirmiers;2;202;2;500;1;2;3
571;86;6458;Français;254;L'examen clinique par système;2;202;2;500;1;2;3
572;86;6458;Français;254;Modélisation de l'entrevue structurée et de l'état mental;2;202;2;250;1;1;3
573;86;6458;Français;255;Mobiliser les ressources et les compétences des individus  et des familles;2;202;2;500;1;2;3
574;86;6458;Français;254;La violence, un problème de santé publique;2;202;2;500;1;2;3
575;86;6458;Français;255;Proposer une démarche globale d'accompagnement de  la personne présentant une démence de type Alzheimer;2;202;2;500;1;2;3
576;86;6458;Français;255;Les transmissions ciblées : ue méthode de travail commune pour traduire les informations pertinentes et agir avec efficacité;2;202;3;550;1;3;3
577;86;6458;Français;255;Regards croisées sur le dossier de soins informatisé;2;202;2;500;1;2;3
578;86;6458;Français;255;Spiritualité, vulnérabilité et qualité des soins;2;202;2;500;1;2;3
579;86;6458;Français;254;Qualité et sécurité des soins : état des lieux dans une visée EBN;2;202;2;250;1;1;3
580;94;6608;Français;223;Executive MBA Genève;1;186;4;24000;1;24;4
581;94;6608;Français;236;MAS Management de la sécurité et des systèmes d'information;1;193;4;17500;1;18;4
582;94;6608;Français;236;MAS Management du luxe;1;193;4;28000;1;24;4
583;94;6608;Français;225;DAS Gestion des risques d'entreprise;1;180;4;9900;1;10;4
584;94;6608;Français;236;DAS Management durable;1;180;4;10600;1;10;4
585;94;6608;Français;261;DAS Intelligence économique et veille stratégique;1;180;4;10700;1;10;4
586;87;6608;Français;201;DAS Responsable communication;1;180;4;9500;1;10;4
587;87;6608;Français;224;CAS Management de projet appliqué;1;169;4;6700;1;7;4
588;87;6608;Français;223;CAS Business analyse;1;169;4;8700;1;7;4
589;87;6608;Français;223;CAS Audit interne;1;169;4;8200;1;7;4
590;87;6608;Français;236;CAS Capmanager;1;169;4;8000;1;16;4
591;87;6608;Français;258;PME-RISC - Gérer les risques, la sécurité de l’information  et la conformité dans les PME;2;202;4;1800;1;3;3
592;87;6608;Anglais;258;SANS® Essentials Bootcamp Style;2;170;4;0;4;6;3
593;87;6608;Français;258;SANS® +S Training Program for the CISSP® Certification Exam;2;170;4;0;4;6;3
594;87;6608;Français;230;Mise à niveau pour développeur Java;2;202;4;1500;1;5;3
595;87;6608;Français;230;Impact des décisions informatiques;2;202;2;1800;1;2;3
596;87;6608;Français;187;Secrétariat - Perfectionnement;2;202;4;4700;1;6;4
597;117;6621;Anglais;218;DAS Community trading (with UNIGE);1;180;4;16000;1;12;4
598;94;6621;Français;236;CAS Spécialiste en insertion professionnelle (avec HES SO);1;169;4;5700;1;10;4
599;94;6621;Français;198;CAS Job coaching et placement d'actifs (avec HES SO);1;169;4;5700;1;10;4
600;87;6621;Français;236;CAS Conception et direction de programmes d'insertion  (avec HES SO);1;169;4;5700;1;10;4
601;87;6621;Français;236;CAS Management d'entreprises de l'économie sociale  et solidaire (avec HEG Fribourg);1;169;4;6800;1;12;4
602;94;6621;Français;223;CAS Travail santé et gestion : entre défis et innovations (avec HES SO);1;169;4;6200;1;12;4
603;95;5938;Français;236;Spécialiste Systèmes de management et gestion des processus;2;202;4;3000;1;3;4
604;95;5938;Français;219;Spécialiste écobilan et écoconception;2;202;4;3000;1;3;4
605;95;5938;Français;219;Spécialiste Efficacité énergétique et gestion des émissions de CO2;2;202;4;2500;1;1;4
606;95;5938;Français;259;Spécialiste Responsabilité sociale;2;202;4;2500;1;2;4
607;95;5938;Français;219;Droit de l'environnement - Les sites contaminés;2;202;2;590;1;1;3
609;95;5938;Français;219;Droit de l'environnement - Le bruit;2;202;2;590;1;1;3
610;95;5938;Français;219;Stratégie environnementale - Développement durable;2;202;2;590;1;1;3
611;95;5938;Français;219;Stratégie environnementale - Ecobilan et analyse cycle de vie;2;202;2;1120;1;2;3
612;95;5938;Français;219;Stratégie environnementale - Gestion des eaux/déchets…;2;202;2;1120;1;2;3
614;95;5938;Français;219;Stratégie environnementale - Innovation produit;2;202;2;1120;1;2;3
615;95;5938;Français;219;Stratégie environnementale - Ecologie et symbioses industrielles;2;202;2;590;1;1;3
616;95;5938;Français;259;Responsabilité sociale - Enjeux, premiers pas;2;202;2;590;1;1;3
621;95;5938;Français;219;Efficacité énergétique - Réduire consommation énergie;2;202;2;590;1;1;3
622;95;5938;Français;219;Efficacité énergétique - Gestion émissions CO2 entreprises;2;202;2;1120;1;2;3
623;95;5938;Français;219;Efficacité énergétique - Gestion de la mobilité;2;202;2;1120;1;2;3
624;95;5938;Français;236;Système de management - QES;2;202;2;1120;1;2;3
625;95;5938;Français;236;Système de management - Des outils informatiques efficaces;2;202;2;590;1;1;3
626;95;5938;Français;236;Système de management - Optimisation, mise en œuvre;2;202;2;1120;1;2;3
628;95;5938;Français;236;Système de management - Marketing et communication;2;202;2;1120;1;2;3
629;95;5938;Français;236;CAS Entrainement au leardership;1;169;4;7300;1;9;4
630;95;5938;Français;219;CAS Energies renouvelables : Techniques et applications;1;169;4;9500;1;18;4
631;95;5586;Français;223;CAS Finance d'entreprise avancée;1;169;4;9000;1;12;4
632;95;2196;Français;223;CAS Gestion publique locale;1;169;4;7950;1;12;4
634;95;5938;Français;219;CAS Manager en Développement Durable :  Stratégie et Performance;1;169;4;7900;1;12;4
635;95;5938;Français;258;CAS Protection incendie des bâtiments;1;169;4;7000;1;9;4
636;95;5938;Français;219;CAS Rénovation des bâtiments à  hautes performances énergétiques et environnementales;1;169;4;5000;1;4;4
637;95;5586;Français;258;CAS en Gestion stratégique de la sécurité / sûreté en entreprise;1;169;4;10500;1;12;4
638;95;5586;Français;223;CAS Systèmes de gestion d'entreprise;1;169;4;6500;1;6;4
639;95;5586;Français;236;EMBA Leader - Manager responsable;1;186;4;22000;1;6;4
640;95;5586;Français;219;MAS Energie et développement durable  dans l'environnement bâti;1;193;4;12500;1;36;4
641;95;5938;Français;236;MAS Human Capital Management;1;193;4;19500;1;24;4
642;95;5938;Français;236;MAS Human Systems Engineering;1;193;4;26500;1;0;6
643;95;5938;Français;236;MAS Information and Communication Technologies;1;193;4;23000;1;24;4
644;95;5586;Français;231;MAS Ingénierie de la mobilité;1;193;4;19500;1;40;4
645;95;5938;Anglais;231;Swiss MAS Nano- and Micro Technology;1;193;4;12000;1;0;6
646;95;5586;Français;236;MAS Quality & Strategy Management;1;193;4;26500;1;30;4
647;95;5938;Français;231;MAS RAD - Rapid Application Development;1;193;4;23000;1;30;4
648;88;6621;Français;241;CAS en pédagogie Dalcrozienne;1;169;4;4250;1;16;4
649;88;6621;Français;241;CAS en perfectionnement instrument et/ou vocal;1;169;4;6000;1;12;4
650;88;6621;Français;241;CAS en musique de chambre;1;169;4;7500;1;0;6
651;88;6458;Français;241;CAS en gestion de projets culturels et musicaux;1;169;4;4500;1;12;4
652;88;6621;Français;241;DAS en pratique d'orchestre;1;180;4;4500;1;12;4
653;89;6621;Français;204;CAS Nature en ville;1;169;4;5500;1;12;4
654;89;5938;Français;204;CAS Revitalisation des cours d'eau;1;169;4;4800;1;8;4
655;89;5586;Français;204;CAS Planification et Gestion de Projets;1;169;4;5000;1;5;4
656;89;6621;Français;204;CAS Territoires Urbains et Énergie;1;169;4;5000;1;5;4
657;89;6621;Français;204;Environnement des constructions;1;169;4;7250;1;12;4
658;89;6621;Français;195;CAS Phytobenthos – Plantes aquatiques et algues;1;169;4;7000;1;18;4
659;89;6621;Français;195;Poissons d’eau douce d’Europe – Ecologie et gestion;1;169;4;6800;1;18;4
660;89;6621;Français;195;CAS Biologie, identification et gestion des Mammifères;1;169;4;6700;1;15;4
661;89;6621;Français;195;CAS Floristique et analyse de la végétation;1;169;4;7000;1;0;6
662;89;6621;Français;195;CAS MacroZooBenthos;1;169;4;7000;1;0;6
665;89;6621;Français;195;CAS Biotechnologie;1;169;4;3800;1;12;4
666;90;5586;Français;209;MAS en Design for Luxury and Craftsmanship;1;193;4;8000;1;10;4
667;90;5586;Français;209;MAS en Design Research for Digital Innovation;1;193;4;8000;1;24;4
668;91;5586;Français;261;MAS en Direction et stratégie d'institutions éducatives,  sociales et socio-sanitaires;1;193;4;24400;1;36;4
669;90;5586;Français;231;MAS System engineering;1;193;4;25000;1;0;6
670;90;5586;Français;212;MAS en Lutte contre la criminalité économique;1;193;4;22000;1;24;4
671;90;6458;Français;237;MAS en Marketing Management;1;193;4;19500;1;30;4
